product_id,timestamp,demand_score
P0020,2025-05-30 15:00:07.066524,0.65
P0020,2025-07-06 15:00:07.066543,0.11
P0020,2025-06-27 15:00:07.066561,0.37
P0020,2025-07-04 15:00:07.066598,0.3
P0020,2025-06-28 15:00:07.066617,0.61
P0020,2025-06-21 15:00:07.066635,0.52
P0020,2025-06-12 15:00:07.066653,0.66
P0020,2025-06-21 15:00:07.066672,0.58
P0020,2025-05-25 15:00:07.066690,0.39
P0020,2025-05-24 15:00:07.066709,0.92
P0020,2025-05-31 15:00:07.066728,0.41
P0020,2025-06-17 15:00:07.066937,0.47
P0020,2025-06-21 15:00:07.067008,0.31
P0020,2025-07-01 15:00:07.067029,0.41
P0020,2025-07-04 15:00:07.067043,0.52
P0020,2025-06-29 15:00:07.067057,0.52
P0020,2025-06-11 15:00:07.067070,0.36
P0020,2025-05-26 15:00:07.067093,0.5
P0021,2025-06-06 15:00:07.067109,0.18
P0021,2025-05-27 15:00:07.067127,0.67
P0021,2025-06-22 15:00:07.067149,0.52
P0021,2025-05-12 15:00:07.067179,0.19
P0021,2025-05-18 15:00:07.067193,0.77
P0021,2025-07-02 15:00:07.067207,0.94
P0021,2025-06-16 15:00:07.067221,0.44
P0021,2025-05-14 15:00:07.067239,0.23
P0021,2025-05-24 15:00:07.067263,0.98
P0021,2025-05-28 15:00:07.067278,0.77
P0021,2025-06-29 15:00:07.067295,0.77
P0021,2025-05-12 15:00:07.067315,0.63
P0021,2025-05-14 15:00:07.067329,0.24
P0021,2025-06-28 15:00:07.067587,0.7
P0021,2025-06-01 15:00:07.067662,0.2
P0021,2025-06-28 15:00:07.067688,0.85
P0021,2025-06-19 15:00:07.067711,0.75
P0021,2025-07-06 15:00:07.067730,0.92
P0021,2025-07-04 15:00:07.067747,0.64
P0021,2025-06-24 15:00:07.067765,0.97
P0021,2025-05-16 15:00:07.067788,0.97
P0021,2025-06-03 15:00:07.067821,0.99
P0021,2025-06-18 15:00:07.067839,0.88
P0021,2025-07-07 15:00:07.067857,0.11
P0021,2025-06-18 15:00:07.067878,0.65
P0021,2025-07-06 15:00:07.067893,0.28
P0021,2025-06-23 15:00:07.067913,0.72
P0021,2025-06-28 15:00:07.067933,0.13
P0021,2025-07-05 15:00:07.067954,0.26
P0021,2025-07-11 15:00:07.067967,0.61
P0022,2025-05-18 15:00:07.067987,0.69
P0022,2025-07-11 15:00:07.068014,0.33
P0022,2025-06-01 15:00:07.068034,0.74
P0022,2025-07-05 15:00:07.068059,0.12
P0022,2025-06-06 15:00:07.068079,0.14
P0022,2025-06-24 15:00:07.068096,0.43
P0022,2025-06-29 15:00:07.068110,0.37
P0022,2025-06-08 15:00:07.068123,0.11
P0022,2025-06-05 15:00:07.068137,0.62
P0022,2025-07-07 15:00:07.068151,0.58
P0022,2025-07-10 15:00:07.068164,0.79
P0022,2025-06-22 15:00:07.068177,0.59
P0022,2025-07-02 15:00:07.068192,0.71
P0022,2025-05-29 15:00:07.068214,0.92
P0022,2025-06-22 15:00:07.068227,0.84
P0022,2025-06-12 15:00:07.068247,0.53
P0022,2025-05-14 15:00:07.068260,0.1
P0022,2025-06-06 15:00:07.068273,0.18
P0022,2025-06-03 15:00:07.068286,0.61
P0022,2025-07-01 15:00:07.068299,0.47
P0022,2025-05-29 15:00:07.068312,0.99
P0022,2025-07-05 15:00:07.068325,0.46
P0022,2025-06-20 15:00:07.068354,0.32
P0022,2025-06-13 15:00:07.068376,0.69
P0022,2025-06-01 15:00:07.068393,0.86
P0022,2025-05-23 15:00:07.068406,0.67
P0022,2025-07-08 15:00:07.068419,0.39
P0022,2025-07-02 15:00:07.068432,0.78
P0022,2025-06-23 15:00:07.068450,0.59
P0022,2025-07-06 15:00:07.068464,0.72
P0023,2025-06-04 15:00:07.068478,0.78
P0023,2025-05-19 15:00:07.068491,0.68
P0023,2025-07-11 15:00:07.068504,0.98
P0023,2025-05-16 15:00:07.068516,0.56
P0023,2025-06-29 15:00:07.068537,0.78
P0023,2025-06-02 15:00:07.068549,0.11
P0023,2025-06-13 15:00:07.068561,0.38
P0023,2025-05-26 15:00:07.068572,0.69
P0023,2025-05-16 15:00:07.068588,0.88
P0023,2025-07-08 15:00:07.068609,0.63
P0023,2025-05-21 15:00:07.068620,0.84
P0023,2025-06-13 15:00:07.068632,0.48
P0023,2025-06-03 15:00:07.068644,0.4
P0023,2025-05-27 15:00:07.068657,0.65
P0023,2025-06-05 15:00:07.068670,0.39
P0023,2025-05-16 15:00:07.068682,0.36
P0023,2025-06-25 15:00:07.068693,0.14
P0023,2025-05-19 15:00:07.068705,0.45
P0023,2025-05-19 15:00:07.068717,0.42
P0023,2025-06-27 15:00:07.068736,0.6
P0023,2025-05-29 15:00:07.068753,0.91
P0023,2025-05-23 15:00:07.068765,0.36
P0023,2025-06-21 15:00:07.068776,0.52
P0023,2025-05-18 15:00:07.068788,0.99
P0023,2025-06-03 15:00:07.068800,0.78
P0023,2025-05-30 15:00:07.068812,0.74
P0023,2025-05-28 15:00:07.068824,0.53
P0023,2025-06-06 15:00:07.068836,0.16
P0023,2025-05-29 15:00:07.068848,0.6
P0023,2025-05-31 15:00:07.068860,0.21
P0024,2025-06-14 15:00:07.068883,0.4
P0024,2025-06-25 15:00:07.068908,0.46
P0024,2025-06-18 15:00:07.068931,0.77
P0024,2025-06-02 15:00:07.068959,0.32
P0024,2025-05-22 15:00:07.068986,0.63
P0024,2025-07-03 15:00:07.069004,0.62
P0024,2025-05-29 15:00:07.069016,0.78
P0024,2025-07-05 15:00:07.069027,0.37
P0024,2025-05-28 15:00:07.069042,0.82
P0024,2025-05-31 15:00:07.069061,0.7
P0024,2025-06-27 15:00:07.069080,0.81
P0024,2025-07-08 15:00:07.069099,0.64
P0024,2025-05-15 15:00:07.069116,0.29
P0024,2025-06-07 15:00:07.069128,0.6
P0024,2025-06-10 15:00:07.069141,0.7
P0024,2025-06-12 15:00:07.069161,0.65
P0024,2025-06-11 15:00:07.069189,0.6
P0024,2025-06-26 15:00:07.069201,0.5
P0024,2025-06-09 15:00:07.069213,0.18
P0024,2025-06-30 15:00:07.069225,0.4
P0024,2025-05-23 15:00:07.069237,0.81
P0024,2025-06-05 15:00:07.069248,0.2
P0024,2025-05-14 15:00:07.069260,0.83
P0024,2025-06-21 15:00:07.069272,0.91
P0024,2025-05-25 15:00:07.069283,0.71
P0024,2025-05-30 15:00:07.069295,0.37
P0024,2025-07-05 15:00:07.069307,0.94
P0024,2025-05-24 15:00:07.069319,0.43
P0024,2025-06-11 15:00:07.069330,0.2
P0024,2025-07-06 15:00:07.069342,0.4
P0025,2025-06-23 15:00:07.069355,0.54
P0025,2025-07-06 15:00:07.069366,0.35
P0025,2025-05-15 15:00:07.069383,0.95
P0025,2025-06-03 15:00:07.069396,0.11
P0025,2025-06-26 15:00:07.069407,0.53
P0025,2025-06-25 15:00:07.069420,0.91
P0025,2025-06-25 15:00:07.069439,0.12
P0025,2025-05-24 15:00:07.069461,0.68
P0025,2025-05-19 15:00:07.069473,0.75
P0025,2025-06-11 15:00:07.069485,0.19
P0025,2025-07-02 15:00:07.069501,0.48
P0025,2025-05-12 15:00:07.069513,0.13
P0025,2025-06-05 15:00:07.069525,0.14
P0025,2025-07-01 15:00:07.069536,0.33
P0025,2025-05-24 15:00:07.069550,0.69
P0025,2025-06-29 15:00:07.069566,0.39
P0025,2025-05-28 15:00:07.069579,0.78
P0025,2025-05-22 15:00:07.069591,0.62
P0025,2025-06-18 15:00:07.069604,0.82
P0025,2025-06-07 15:00:07.069616,0.17
P0025,2025-06-26 15:00:07.069628,0.9
P0025,2025-06-05 15:00:07.069644,0.19
P0025,2025-06-26 15:00:07.069664,0.76
P0025,2025-05-12 15:00:07.069681,0.5
P0025,2025-06-10 15:00:07.069692,0.21
P0025,2025-05-25 15:00:07.069704,0.22
P0025,2025-06-27 15:00:07.069715,0.16
P0025,2025-06-06 15:00:07.069727,0.14
P0025,2025-05-15 15:00:07.069738,0.3
P0025,2025-06-26 15:00:07.069750,0.77
P0026,2025-06-24 15:00:07.069762,0.14
P0026,2025-05-20 15:00:07.069774,0.43
P0026,2025-05-25 15:00:07.069786,0.59
P0026,2025-06-12 15:00:07.069801,0.71
P0026,2025-05-25 15:00:07.069830,0.89
P0026,2025-05-19 15:00:07.069843,0.42
P0026,2025-07-01 15:00:07.069856,0.21
P0026,2025-05-12 15:00:07.069868,0.17
P0026,2025-06-05 15:00:07.069880,0.27
P0026,2025-06-19 15:00:07.069891,0.86
P0026,2025-06-11 15:00:07.069903,0.17
P0026,2025-07-10 15:00:07.069917,0.25
P0026,2025-06-19 15:00:07.069934,0.92
P0026,2025-06-19 15:00:07.069953,0.54
P0026,2025-05-28 15:00:07.069974,0.97
P0026,2025-06-01 15:00:07.069989,0.72
P0026,2025-05-14 15:00:07.070010,0.71
P0026,2025-06-29 15:00:07.070030,0.92
P0026,2025-06-26 15:00:07.070053,0.24
P0026,2025-06-25 15:00:07.070072,0.87
P0026,2025-05-25 15:00:07.070086,0.65
P0026,2025-06-29 15:00:07.070098,0.8
P0026,2025-05-18 15:00:07.070110,0.71
P0026,2025-06-26 15:00:07.070127,0.98
P0026,2025-07-06 15:00:07.070147,0.16
P0026,2025-07-06 15:00:07.070177,0.25
P0026,2025-07-11 15:00:07.070192,0.33
P0026,2025-06-05 15:00:07.070204,0.47
P0026,2025-06-18 15:00:07.070216,0.29
P0026,2025-06-17 15:00:07.070230,0.39
P0027,2025-06-19 15:00:07.070256,0.57
P0027,2025-06-22 15:00:07.070269,0.42
P0027,2025-05-22 15:00:07.070281,0.64
P0027,2025-06-17 15:00:07.070292,0.42
P0027,2025-05-23 15:00:07.070304,0.42
P0027,2025-05-17 15:00:07.070316,0.25
P0027,2025-05-17 15:00:07.070327,0.17
P0027,2025-05-13 15:00:07.070339,0.71
P0027,2025-05-18 15:00:07.070351,0.48
P0027,2025-07-05 15:00:07.070363,0.5
P0027,2025-06-19 15:00:07.070374,1.0
P0027,2025-06-20 15:00:07.070386,0.21
P0027,2025-06-18 15:00:07.070397,0.55
P0027,2025-06-18 15:00:07.070409,0.59
P0027,2025-05-29 15:00:07.070421,0.15
P0027,2025-05-19 15:00:07.070432,0.15
P0027,2025-07-08 15:00:07.070444,0.26
P0027,2025-06-17 15:00:07.070456,0.86
P0027,2025-05-31 15:00:07.070467,0.5
P0027,2025-06-17 15:00:07.070484,0.68
P0027,2025-06-01 15:00:07.070496,0.41
P0027,2025-06-03 15:00:07.070515,0.96
P0027,2025-07-07 15:00:07.070538,0.33
P0027,2025-06-15 15:00:07.070555,0.11
P0027,2025-05-28 15:00:07.070574,0.77
P0027,2025-05-19 15:00:07.070588,0.49
P0027,2025-07-10 15:00:07.070600,0.98
P0027,2025-06-16 15:00:07.070612,0.67
P0027,2025-06-22 15:00:07.070623,0.26
P0027,2025-06-02 15:00:07.070636,0.78
P0028,2025-06-13 15:00:07.070648,0.42
P0028,2025-07-10 15:00:07.070660,0.35
P0028,2025-07-05 15:00:07.070672,0.51
P0028,2025-07-07 15:00:07.070683,0.36
P0028,2025-05-27 15:00:07.070705,0.61
P0028,2025-05-14 15:00:07.070729,0.7
P0028,2025-05-22 15:00:07.070747,0.94
P0028,2025-06-20 15:00:07.070759,0.71
P0028,2025-07-07 15:00:07.070771,0.84
P0028,2025-06-22 15:00:07.070782,0.14
P0028,2025-05-30 15:00:07.070798,0.33
P0028,2025-05-21 15:00:07.070819,0.93
P0028,2025-05-24 15:00:07.070844,0.34
P0028,2025-05-27 15:00:07.070864,0.72
P0028,2025-05-26 15:00:07.070879,0.57
P0028,2025-05-29 15:00:07.070900,0.35
P0028,2025-07-03 15:00:07.070920,0.23
P0028,2025-05-31 15:00:07.070937,0.33
P0028,2025-07-02 15:00:07.070956,0.38
P0028,2025-07-11 15:00:07.070969,0.27
P0028,2025-05-24 15:00:07.070980,0.71
P0028,2025-06-02 15:00:07.070992,0.2
P0028,2025-07-09 15:00:07.071004,0.72
P0028,2025-06-24 15:00:07.071019,0.78
P0028,2025-06-08 15:00:07.071053,0.76
P0028,2025-05-14 15:00:07.071075,0.84
P0028,2025-05-12 15:00:07.071096,0.53
P0028,2025-07-10 15:00:07.071117,0.82
P0028,2025-06-04 15:00:07.071142,0.56
P0028,2025-05-31 15:00:07.071154,0.18
P0029,2025-07-07 15:00:07.071166,0.44
P0029,2025-05-22 15:00:07.071178,0.31
P0029,2025-06-29 15:00:07.071190,0.94
P0029,2025-05-31 15:00:07.071209,0.8
P0029,2025-06-12 15:00:07.071230,0.21
P0029,2025-06-18 15:00:07.071248,0.63
P0029,2025-06-09 15:00:07.071267,0.28
P0029,2025-07-09 15:00:07.071284,0.8
P0029,2025-07-10 15:00:07.071302,0.53
P0029,2025-05-21 15:00:07.071321,0.99
P0029,2025-06-02 15:00:07.071345,0.92
P0029,2025-06-15 15:00:07.071465,0.99
P0029,2025-07-04 15:00:07.071482,0.9
P0029,2025-06-13 15:00:07.071494,0.39
P0029,2025-06-18 15:00:07.071507,0.43
P0029,2025-07-09 15:00:07.071518,0.73
P0029,2025-06-22 15:00:07.071530,0.66
P0029,2025-06-29 15:00:07.071542,0.62
P0029,2025-07-11 15:00:07.071556,0.24
P0029,2025-06-23 15:00:07.071575,0.55
P0029,2025-07-07 15:00:07.071595,0.17
P0029,2025-06-26 15:00:07.071625,0.85
P0029,2025-06-19 15:00:07.071637,0.48
P0029,2025-06-08 15:00:07.071653,0.99
P0029,2025-05-18 15:00:07.071665,0.41
P0029,2025-05-24 15:00:07.071930,0.46
P0029,2025-06-13 15:00:07.071944,0.21
P0029,2025-07-02 15:00:07.071963,0.57
P0029,2025-05-23 15:00:07.071985,0.77
P0029,2025-06-12 15:00:07.072008,0.5
P0030,2025-06-28 15:00:07.072029,0.92
P0030,2025-07-01 15:00:07.072047,0.32
P0030,2025-06-30 15:00:07.072067,0.31
P0030,2025-07-06 15:00:07.072088,0.23
P0030,2025-05-13 15:00:07.072107,0.75
P0030,2025-06-29 15:00:07.072125,0.15
P0030,2025-06-24 15:00:07.072144,0.22
P0030,2025-05-26 15:00:07.072163,0.97
P0030,2025-06-12 15:00:07.072182,0.87
P0030,2025-05-30 15:00:07.072201,0.78
P0030,2025-05-22 15:00:07.072220,0.13
P0030,2025-06-06 15:00:07.072237,0.12
P0030,2025-05-19 15:00:07.072255,0.45
P0030,2025-05-16 15:00:07.072277,0.66
P0030,2025-06-17 15:00:07.072296,0.29
P0030,2025-05-21 15:00:07.072316,0.11
P0030,2025-05-22 15:00:07.072336,0.77
P0030,2025-06-01 15:00:07.072348,0.54
P0030,2025-07-06 15:00:07.072360,0.8
P0030,2025-05-28 15:00:07.072376,0.89
P0030,2025-06-14 15:00:07.072396,0.71
P0030,2025-05-14 15:00:07.072424,0.52
P0030,2025-06-01 15:00:07.072436,0.22
P0030,2025-07-05 15:00:07.072448,0.85
P0030,2025-06-08 15:00:07.072459,0.97
P0030,2025-07-09 15:00:07.072471,0.48
P0030,2025-06-01 15:00:07.072483,0.75
P0030,2025-05-14 15:00:07.072494,0.75
P0030,2025-07-10 15:00:07.072506,0.79
P0030,2025-05-12 15:00:07.072520,0.53
P0031,2025-05-24 15:00:07.072533,0.53
P0031,2025-07-09 15:00:07.072550,0.84
P0031,2025-06-13 15:00:07.072562,0.26
P0031,2025-05-15 15:00:07.072574,0.88
P0031,2025-05-25 15:00:07.072586,0.34
P0031,2025-06-25 15:00:07.072597,0.93
P0031,2025-07-02 15:00:07.072608,0.4
P0031,2025-05-16 15:00:07.072620,0.86
P0031,2025-05-21 15:00:07.072632,0.73
P0031,2025-05-20 15:00:07.072647,0.1
P0031,2025-06-28 15:00:07.072667,0.52
P0031,2025-06-02 15:00:07.072696,0.85
P0031,2025-07-03 15:00:07.072716,0.33
P0031,2025-06-06 15:00:07.072731,0.97
P0031,2025-06-04 15:00:07.072743,0.53
P0031,2025-06-30 15:00:07.072759,0.87
P0031,2025-06-04 15:00:07.072771,0.16
P0031,2025-06-17 15:00:07.072783,0.81
P0031,2025-07-09 15:00:07.072795,0.38
P0031,2025-06-15 15:00:07.072807,0.7
P0031,2025-07-02 15:00:07.072819,0.76
P0031,2025-05-31 15:00:07.072830,0.28
P0031,2025-06-30 15:00:07.072842,0.3
P0031,2025-06-23 15:00:07.072854,0.36
P0031,2025-06-11 15:00:07.072866,0.62
P0031,2025-06-18 15:00:07.072882,0.43
P0031,2025-06-18 15:00:07.072902,0.98
P0031,2025-05-14 15:00:07.072914,0.72
P0031,2025-06-21 15:00:07.072926,0.18
P0031,2025-06-14 15:00:07.072941,0.83
P0032,2025-07-05 15:00:07.072954,0.99
P0032,2025-05-17 15:00:07.072968,0.39
P0032,2025-06-18 15:00:07.072979,0.58
P0032,2025-06-27 15:00:07.072991,0.11
P0032,2025-06-25 15:00:07.073004,0.9
P0032,2025-06-07 15:00:07.073016,0.26
P0032,2025-07-11 15:00:07.073029,0.38
P0032,2025-05-18 15:00:07.073047,0.83
P0032,2025-06-13 15:00:07.073066,0.7
P0032,2025-07-11 15:00:07.073077,0.58
P0032,2025-07-07 15:00:07.073089,0.18
P0032,2025-05-17 15:00:07.073101,0.82
P0032,2025-06-07 15:00:07.073112,0.69
P0032,2025-05-31 15:00:07.073124,0.29
P0032,2025-05-27 15:00:07.073135,0.12
P0032,2025-05-30 15:00:07.073147,0.52
P0032,2025-07-04 15:00:07.073164,0.13
P0032,2025-06-08 15:00:07.073188,0.94
P0032,2025-07-03 15:00:07.073205,0.86
P0032,2025-05-14 15:00:07.073216,0.96
P0032,2025-06-26 15:00:07.073230,0.95
P0032,2025-06-17 15:00:07.073242,0.37
P0032,2025-07-07 15:00:07.073253,0.62
P0032,2025-06-17 15:00:07.073265,0.81
P0032,2025-05-19 15:00:07.073277,0.94
P0032,2025-06-03 15:00:07.073288,0.35
P0032,2025-07-01 15:00:07.073300,0.95
P0032,2025-07-03 15:00:07.073312,0.93
P0032,2025-05-21 15:00:07.073323,0.21
P0032,2025-06-10 15:00:07.073334,0.24
P0033,2025-06-28 15:00:07.073347,0.74
P0033,2025-06-25 15:00:07.073359,0.14
P0033,2025-05-16 15:00:07.073378,0.35
P0033,2025-05-16 15:00:07.073400,0.57
P0033,2025-06-21 15:00:07.073415,0.15
P0033,2025-05-23 15:00:07.073426,0.36
P0033,2025-06-09 15:00:07.073438,0.5
P0033,2025-06-01 15:00:07.073453,0.37
P0033,2025-05-16 15:00:07.073472,0.55
P0033,2025-05-19 15:00:07.073500,0.85
P0033,2025-05-30 15:00:07.073512,0.18
P0033,2025-05-17 15:00:07.073524,0.34
P0033,2025-06-05 15:00:07.073535,0.43
P0033,2025-07-02 15:00:07.073558,0.95
P0033,2025-06-21 15:00:07.073570,0.4
P0033,2025-06-28 15:00:07.073582,0.94
P0033,2025-05-28 15:00:07.073594,0.25
P0033,2025-06-30 15:00:07.073605,0.3
P0033,2025-06-28 15:00:07.073617,0.22
P0033,2025-07-10 15:00:07.073632,0.71
P0033,2025-06-01 15:00:07.073644,0.33
P0033,2025-06-23 15:00:07.073656,0.46
P0033,2025-06-05 15:00:07.073667,0.61
P0033,2025-07-05 15:00:07.073678,0.26
P0033,2025-06-07 15:00:07.073691,0.34
P0033,2025-05-29 15:00:07.073703,0.35
P0033,2025-07-06 15:00:07.073718,0.36
P0033,2025-06-09 15:00:07.073738,0.54
P0033,2025-05-22 15:00:07.073760,0.42
P0033,2025-06-13 15:00:07.073774,0.4
P0034,2025-06-19 15:00:07.073787,0.81
P0034,2025-05-27 15:00:07.073798,0.56
P0034,2025-06-04 15:00:07.073810,0.96
P0034,2025-06-27 15:00:07.073826,0.27
P0034,2025-06-08 15:00:07.073838,0.6
P0034,2025-06-17 15:00:07.073852,0.33
P0034,2025-06-18 15:00:07.073864,0.7
P0034,2025-05-20 15:00:07.073880,0.53
P0034,2025-05-23 15:00:07.073892,0.53
P0034,2025-07-03 15:00:07.073904,0.76
P0034,2025-06-21 15:00:07.073916,0.76
P0034,2025-05-26 15:00:07.073928,0.11
P0034,2025-05-12 15:00:07.073940,0.18
P0034,2025-06-12 15:00:07.073954,0.83
P0034,2025-05-26 15:00:07.073983,0.75
P0034,2025-06-10 15:00:07.073996,0.87
P0034,2025-05-15 15:00:07.074007,0.38
P0034,2025-05-13 15:00:07.074019,0.91
P0034,2025-06-12 15:00:07.074031,0.21
P0034,2025-05-20 15:00:07.074043,0.27
P0034,2025-05-13 15:00:07.074054,0.96
P0034,2025-05-25 15:00:07.074066,0.26
P0034,2025-05-26 15:00:07.074078,0.74
P0034,2025-05-17 15:00:07.074144,0.68
P0034,2025-05-18 15:00:07.074159,0.7
P0034,2025-05-31 15:00:07.074171,0.72
P0034,2025-06-13 15:00:07.074183,0.37
P0034,2025-05-17 15:00:07.074194,0.11
P0034,2025-06-16 15:00:07.074206,0.59
P0034,2025-06-26 15:00:07.074218,0.26
P0035,2025-06-30 15:00:07.074232,0.75
P0035,2025-06-04 15:00:07.074254,0.94
P0035,2025-06-11 15:00:07.074274,0.89
P0035,2025-07-08 15:00:07.074293,0.91
P0035,2025-06-16 15:00:07.074315,0.57
P0035,2025-06-12 15:00:07.074333,0.93
P0035,2025-05-19 15:00:07.074345,0.69
P0035,2025-06-22 15:00:07.074360,0.66
P0035,2025-05-25 15:00:07.074372,0.87
P0035,2025-06-30 15:00:07.074384,0.21
P0035,2025-05-23 15:00:07.074395,0.72
P0035,2025-06-06 15:00:07.074407,0.12
P0035,2025-06-28 15:00:07.074419,0.46
P0035,2025-06-05 15:00:07.074431,0.98
P0035,2025-06-09 15:00:07.074445,0.84
P0035,2025-06-17 15:00:07.074465,0.76
P0035,2025-05-16 15:00:07.074486,0.65
P0035,2025-05-20 15:00:07.074498,0.21
P0035,2025-06-09 15:00:07.074510,0.74
P0035,2025-06-01 15:00:07.074522,0.85
P0035,2025-06-20 15:00:07.074541,0.29
P0035,2025-07-08 15:00:07.074568,0.74
P0035,2025-05-28 15:00:07.074580,0.25
P0035,2025-05-24 15:00:07.074597,0.43
P0035,2025-05-31 15:00:07.074610,0.45
P0035,2025-06-16 15:00:07.074621,0.75
P0035,2025-05-28 15:00:07.074633,0.45
P0035,2025-05-25 15:00:07.074645,0.57
P0035,2025-05-19 15:00:07.074656,0.87
P0035,2025-06-10 15:00:07.074668,0.72
P0036,2025-07-04 15:00:07.074680,0.13
P0036,2025-07-10 15:00:07.074692,0.1
P0036,2025-06-25 15:00:07.074704,0.14
P0036,2025-06-30 15:00:07.074716,0.38
P0036,2025-07-01 15:00:07.074728,0.95
P0036,2025-07-09 15:00:07.074739,0.26
P0036,2025-06-01 15:00:07.074751,0.64
P0036,2025-07-11 15:00:07.074763,0.14
P0036,2025-07-05 15:00:07.074775,0.41
P0036,2025-06-20 15:00:07.074801,0.93
P0036,2025-05-16 15:00:07.074821,0.98
P0036,2025-06-09 15:00:07.074842,0.88
P0036,2025-07-05 15:00:07.074854,0.16
P0036,2025-06-05 15:00:07.074866,0.42
P0036,2025-07-09 15:00:07.074878,0.22
P0036,2025-05-23 15:00:07.074889,0.61
P0036,2025-05-26 15:00:07.074901,0.46
P0036,2025-06-30 15:00:07.074913,0.23
P0036,2025-06-05 15:00:07.074925,0.42
P0036,2025-05-19 15:00:07.074937,0.69
P0036,2025-06-14 15:00:07.074948,0.42
P0036,2025-06-04 15:00:07.074965,0.9
P0036,2025-06-20 15:00:07.074979,0.22
P0036,2025-06-18 15:00:07.074991,0.62
P0036,2025-06-07 15:00:07.075003,0.8
P0036,2025-06-11 15:00:07.075019,0.56
P0036,2025-05-26 15:00:07.075039,0.71
P0036,2025-06-19 15:00:07.075056,0.61
P0036,2025-06-14 15:00:07.075067,0.38
P0036,2025-06-19 15:00:07.075079,0.96
P0037,2025-06-28 15:00:07.075091,0.31
P0037,2025-07-01 15:00:07.075103,0.96
P0037,2025-05-31 15:00:07.075115,0.27
P0037,2025-06-23 15:00:07.075126,0.21
P0037,2025-06-06 15:00:07.075138,0.76
P0037,2025-07-05 15:00:07.075150,0.78
P0037,2025-06-25 15:00:07.075162,0.87
P0037,2025-05-24 15:00:07.075174,0.34
P0037,2025-05-19 15:00:07.075191,0.52
P0037,2025-07-04 15:00:07.075215,0.52
P0037,2025-05-22 15:00:07.075227,0.68
P0037,2025-05-22 15:00:07.075240,0.6
P0037,2025-06-17 15:00:07.075252,0.17
P0037,2025-06-30 15:00:07.075264,0.6
P0037,2025-05-30 15:00:07.075275,0.39
P0037,2025-06-07 15:00:07.075287,0.38
P0037,2025-07-09 15:00:07.075299,0.86
P0037,2025-06-10 15:00:07.075314,0.53
P0037,2025-05-22 15:00:07.075333,0.29
P0037,2025-06-07 15:00:07.075366,0.5
P0037,2025-06-08 15:00:07.075387,0.79
P0037,2025-06-04 15:00:07.075408,0.81
P0037,2025-06-08 15:00:07.075425,0.21
P0037,2025-05-17 15:00:07.075438,0.79
P0037,2025-05-12 15:00:07.075451,0.15
P0037,2025-07-10 15:00:07.075470,0.88
P0037,2025-06-03 15:00:07.075490,0.16
P0037,2025-05-13 15:00:07.075527,0.3
P0037,2025-05-18 15:00:07.075548,0.9
P0037,2025-06-14 15:00:07.075568,0.21
P0038,2025-07-01 15:00:07.075586,0.69
P0038,2025-05-30 15:00:07.075598,0.34
P0038,2025-06-06 15:00:07.075617,0.22
P0038,2025-07-01 15:00:07.075637,0.35
P0038,2025-06-22 15:00:07.075658,0.46
P0038,2025-06-23 15:00:07.075691,0.71
P0038,2025-07-10 15:00:07.075704,0.43
P0038,2025-05-24 15:00:07.075716,0.29
P0038,2025-07-04 15:00:07.075728,0.4
P0038,2025-07-07 15:00:07.075740,0.62
P0038,2025-05-23 15:00:07.075751,0.57
P0038,2025-06-02 15:00:07.075763,0.52
P0038,2025-05-29 15:00:07.075774,0.45
P0038,2025-07-03 15:00:07.075788,0.17
P0038,2025-05-30 15:00:07.075800,0.14
P0038,2025-06-16 15:00:07.075815,0.24
P0038,2025-05-24 15:00:07.075828,0.73
P0038,2025-06-13 15:00:07.075840,0.66
P0038,2025-06-25 15:00:07.075851,0.6
P0038,2025-05-20 15:00:07.075863,0.25
P0038,2025-06-06 15:00:07.075875,0.4
P0038,2025-06-27 15:00:07.075894,0.79
P0038,2025-07-06 15:00:07.075913,0.69
P0038,2025-06-21 15:00:07.075945,0.96
P0038,2025-05-13 15:00:07.075958,0.59
P0038,2025-05-26 15:00:07.075970,0.23
P0038,2025-05-24 15:00:07.075984,0.22
P0038,2025-05-26 15:00:07.075996,0.86
P0038,2025-05-12 15:00:07.076009,0.48
P0038,2025-07-11 15:00:07.076025,0.87
P0039,2025-05-28 15:00:07.076039,0.73
P0039,2025-06-21 15:00:07.076059,0.43
P0039,2025-05-28 15:00:07.076076,0.55
P0039,2025-06-08 15:00:07.076087,0.65
P0039,2025-06-05 15:00:07.076108,0.18
P0039,2025-06-24 15:00:07.076123,0.7
P0039,2025-05-28 15:00:07.076135,0.2
P0039,2025-05-16 15:00:07.076146,0.44
P0039,2025-05-28 15:00:07.076158,0.12
P0039,2025-05-28 15:00:07.076170,0.62
P0039,2025-05-29 15:00:07.076181,0.33
P0039,2025-06-27 15:00:07.076193,0.86
P0039,2025-07-09 15:00:07.076205,0.23
P0039,2025-06-15 15:00:07.076218,0.15
P0039,2025-06-19 15:00:07.076229,0.68
P0039,2025-06-03 15:00:07.076243,0.64
P0039,2025-05-18 15:00:07.076255,0.36
P0039,2025-06-22 15:00:07.076279,0.73
P0039,2025-05-18 15:00:07.076294,0.83
P0039,2025-06-27 15:00:07.076305,0.4
P0039,2025-06-07 15:00:07.076317,0.6
P0039,2025-07-07 15:00:07.076329,0.54
P0039,2025-06-19 15:00:07.076341,0.48
P0039,2025-06-16 15:00:07.076352,0.77
